order_id,payment_id,amount,mode,status,payment_date,transaction_reference
b81ef226f3fe1789b1e8b2acac839d17,1,99.33,credit_card,Success,2018-04-25 22:15:09,TXN-6D38BC32B627B90B
a9810da82917af2d9aefd1278f1dcfa0,1,24.39,credit_card,Success,2018-06-26 11:18:58,TXN-CF80B7DA91C9B263
25e8ea4e93396b6fa0d3dd708e76c1bd,1,65.71,credit_card,Success,2017-12-14 09:52:34,TXN-1F81D3988E4CEDB2
ba78997921bbcdc1373bb41e913ab953,1,107.78,credit_card,Success,2017-12-06 12:13:20,TXN-E5A1F2DDB234BCC4
42fdf880ba16b47b59251dd489d4441a,1,128.45,credit_card,Success,2018-05-21 16:14:41,TXN-06FE7CB9223F7682
298fcdf1f73eb413e4d26d01b25bc1cd,1,96.12,credit_card,Success,2018-05-07 15:31:14,TXN-F57B3351D7955ACC
771ee386b001f06208a7419e4fc1bbd7,1,81.16,credit_card,Success,2017-06-23 13:25:19,TXN-A5A4B5BF46452A6E
3d7239c394a212faae122962df514ac7,1,51.84,credit_card,Success,2017-06-05 10:55:16,TXN-4649F5BBBCDC177A
1f78449c87a54faf9e96e88ba1491fa9,1,341.09,credit_card,Success,2018-07-23 11:32:08,TXN-16834B45420D42CF
0573b5e23cbd798006520e1d5b4c6714,1,51.95,boleto,Success,2017-07-06 03:15:36,TXN-DE67349C574EDB4A
d88e0d5fa41661ce03cf6cf336527646,1,188.73,credit_card,Success,2017-11-28 16:17:30,TXN-0F9605EBACF4B981
2480f727e869fdeb397244a21b721b67,1,141.9,credit_card,Success,2017-12-13 18:59:27,TXN-B2F2659670B3E52D
616105c9352a9668c38303ad44e056cd,1,75.78,credit_card,Success,2018-06-11 17:01:47,TXN-B69E4F66E5719960
cf95215a722f3ebf29e6bbab87a29e61,1,102.66,credit_card,Success,2017-08-25 17:30:13,TXN-554C0BEAE8FC6F52
769214176682788a92801d8907fa1b40,1,105.28,credit_card,Success,2017-06-29 21:35:09,TXN-058F95D431D73341
12e5cfe0e4716b59afb0e0f4a3bd6570,1,157.45,credit_card,Success,2018-03-23 09:48:20,TXN-DCEAEF47B3CCD1A6
61059985a6fc0ad64e95d9944caacdad,1,132.04,credit_card,Success,2018-08-13 15:55:24,TXN-D29F733DF26D1AD8
79da3f5fe31ad1e454f06f95dc032ad5,1,98.94,credit_card,Success,2018-06-05 17:15:45,TXN-E7B938B0048B65AD
8ac09207f415d55acff302df7d6a895c,1,244.15,credit_card,Success,2018-01-29 15:18:37,TXN-16069805421C5558
b2349a3f20dfbeef62e7b31baa22f84b,1,136.71,credit_card,Success,2018-05-08 15:09:59,TXN-D1ACA35E13CA5526
5a1f6d22f7dfb061ef29216b9af687a1,1,47.69,credit_card,Success,2017-09-01 23:25:09,TXN-EE0C5915C791D6BB
4214cda550ece8ee66441f459dc33a8c,1,170.57,credit_card,Success,2017-03-21 17:39:19,TXN-67A35EB1B522CCD2
adfbf6c2a620196f9a3ec747491c72b7,1,67.5,credit_card,Success,2018-01-29 20:12:11,TXN-62EA9B1F0F4F188D
4d680edbaa7d3d9bed69532957368a03,1,353.09,credit_card,Success,2018-08-21 09:15:09,TXN-5A4CD8F9FFE8C948
8cd68144cdb62dc0d60848cf8616d2a4,1,330.66,boleto,Success,2017-08-05 02:55:16,TXN-359F2E3697DE09FB
5cfd514482e22bc992e7693f0e3e8df7,2,45.17,voucher,Success,2017-10-13 18:06:56,TXN-1CD320C3A9E3853E
d0a945f85ba1074b60aac97ade7e240e,1,541.0,credit_card,Success,2018-05-01 03:15:13,TXN-886F66F1D479A058
c39414c195d0f94c9d9c35e7c6ed4f1a,1,139.22,credit_card,Success,2018-08-01 13:00:13,TXN-A0FD61C5A5E11224
5d9c5817e278892b7498d90bfa28ade8,1,290.16,credit_card,Success,2018-04-26 08:32:52,TXN-7219E5DF0A76725D
b69b9260e79a0da00e15f48de1bd2524,1,283.34,boleto,Success,2017-06-02 04:23:34,TXN-398A27EE50ED80A5
f45074ae38f2e01d9b854ec8d40362ff,1,13.78,credit_card,Success,2017-08-20 15:45:18,TXN-A76774644F155BAB
81cedc4d2132eb6f512354166e51b187,1,30.28,credit_card,Success,2018-07-30 21:10:20,TXN-960A79058C8994AD
595f598849d89203c28d05d0fbf3f92e,1,26.58,credit_card,Success,2017-09-25 17:10:25,TXN-C9E083C4C65E7159
f9d0ec2fa088ac583e1ccd15b6686073,1,89.68,credit_card,Success,2017-02-28 19:18:23,TXN-95A921DDC927D2EA
e647bf617de735448a4ba54f8910393c,1,65.09,credit_card,Success,2017-08-29 13:50:21,TXN-9750B49C7BF4B99E
b2bb080b6bc860118a246fd9b6fad6da,1,173.84,credit_card,Success,2017-08-01 00:43:21,TXN-80858173F8255412
23f10f509600c30cf2852f9dbdf28fc3,1,103.49,credit_card,Success,2018-05-09 10:55:17,TXN-C98CDBB4E66C3750
f86f6472fa9f395d8d9a6751ca118afb,1,64.03,credit_card,Success,2018-04-19 10:11:59,TXN-116D54F2F498E3FA
1dcf0c8cd36ffaf57784fbdc90079310,1,157.15,credit_card,Success,2018-04-19 21:31:03,TXN-A5D0329603B3CEC1
00d8d65b666158b633f96054d31af43b,1,130.88,boleto,Success,2017-10-17 04:24:35,TXN-5F7B63935E0BFE5F
cf30fe76d1505192acee1c6dccb15545,1,47.72,credit_card,Success,2017-10-10 14:29:53,TXN-7E1AD8AF62EF2436
d3e774a185c0b1b2286ffd6c70abe2e6,1,117.74,credit_card,Success,2018-05-05 14:55:12,TXN-AFA8DAF8E6B0B5A4
32b1d8f3789a57f1f752e20ac7404b4c,1,56.6,boleto,Success,2018-07-31 03:55:23,TXN-11AED6F5E6509F80
c10d412026c4077b8e83acf0fea04eee,1,266.16,credit_card,Success,2017-09-12 21:55:21,TXN-AE4765236EBBF776
56c3277583e16009c925fdf116df420f,1,31.38,boleto,Success,2017-12-01 11:31:46,TXN-E71B7638FFDB63E4
0e0441786430b7cfcd0d91f822ea4c99,1,121.49,credit_card,Success,2018-02-16 17:10:46,TXN-28F85583D7BAA95A
6ffb3f1686bceae3466facf7e02ce3fb,1,32.0,credit_card,Success,2018-01-23 21:20:27,TXN-CC09C9C688A85B92
afef48d3c8a0b1b7c9b7f8f922fb5674,1,153.41,credit_card,Success,2017-11-10 16:50:47,TXN-D1E41EEA6A02802A
c0db7d31ace61fc360a3eaa34dd3457c,1,65.71,credit_card,Success,2018-02-13 16:50:30,TXN-F0493B0CE075F153
d574338f566ca28dd67820f48ec1f1d8,1,278.22,credit_card,Success,2017-12-12 22:31:51,TXN-09CA4746F0C07862
1807cc736321f14baa58ef39cf6e5989,1,91.66,credit_card,Success,2017-08-17 23:45:06,TXN-0DF2A614C68C4F24
e8977f709bbb0367f51b589e6325f991,1,132.51,credit_card,Success,2017-11-13 21:50:33,TXN-4E90B71E20F32679
2e2c60b99754ae1e4d8b18846cfec9f2,1,542.66,credit_card,Success,2018-04-24 18:33:53,TXN-0B17795B6C059D19
1ffb3c1929b16d9c1aec1958e11b3e9b,1,166.04,boleto,Success,2018-07-05 16:27:01,TXN-97686202627F0B49
95442deb81a5d91c97c0df96b431634a,1,368.98,boleto,Success,2018-07-20 04:45:21,TXN-84852D17697814FD
10af96a0689260134307879127ac1952,1,113.2,credit_card,Success,2018-04-12 18:10:02,TXN-6B0E4DEED099FEE8
85eef2d342b0de363c45c1bc324729c5,1,99.43,credit_card,Success,2018-05-04 14:12:55,TXN-F4601A13FFCA81AA
aa964845f1de8125410aea8b73e9e1ec,1,27.35,credit_card,Success,2018-08-10 07:55:14,TXN-46A3BCB43E91FB14
343348b1e29e9fa9e7b6ab1027f9177d,1,43.77,credit_card,Success,2017-02-21 17:25:12,TXN-75ADC5537A5D481A
ad4098a257676ea4d394fb3bbbf36ca3,1,68.49,credit_card,Success,2018-02-26 10:15:33,TXN-7448AE40640733EC
3e0c3cab458e8b3cc8d1d38ecb7e7775,1,105.53,credit_card,Success,2018-08-01 16:31:35,TXN-E0654E3A1B0F4CAA
3ab4eea6776259ae8dfbabaeffece352,1,387.8,credit_card,Success,2017-01-16 21:21:52,TXN-8ECA1BA80574559F
10d9871bed9fb8d0887d3b9022edd1ff,1,84.14,boleto,Success,2017-07-20 02:40:06,TXN-7202CFFF48C2FA05
c108072ab31ec90a754129c171577f5f,1,210.82,credit_card,Success,2017-10-16 21:28:13,TXN-E15005FB24737C60
fc662bafa52d2ef16078f6f6141009d6,1,90.05,boleto,Success,2018-02-02 02:54:18,TXN-FE3C0342DE447F64
4217849b1ff18a9270fe048eabc4dc45,1,67.88,credit_card,Success,2018-05-02 10:13:59,TXN-E1566DA4404B548F
795c16acb4e3c30dfa5b6827727ef488,1,37.58,credit_card,Success,2018-08-12 10:55:12,TXN-B4123817DEEAE54C
55e2d723733c45033e71cb4d44690234,1,89.63,boleto,Success,2017-10-14 03:46:30,TXN-4AD4810C64B7D044
947e9c6bfd83a06953c420ef92d3da6e,1,69.46,voucher,Refunded,2018-08-15 15:13:32,TXN-3BCFDDB754FED134
60e43c5f5ba559d9dd19357ed72cb2f2,1,78.3,credit_card,Success,2018-04-19 19:15:20,TXN-A0C106F288DDFEAE
e3e9e3295f4e1512167c232a0aaae8a5,1,50.8,voucher,Success,2017-02-25 00:32:33,TXN-1CA333D63B0463AC
460d57443ffdcaeba240360239747cf7,1,34.0,credit_card,Success,2017-09-03 20:45:16,TXN-5509CAE7A9B59CA9
4cb51127f19f7254b320efe1718477dd,1,77.1,boleto,Success,2017-11-17 03:35:28,TXN-7E995D1D5F74230B
110d9355d6338eab0a65a0cacdde5434,1,566.4,credit_card,Success,2018-07-24 21:50:25,TXN-0895DD6BCDDA7592
42f5954cda381bd032934ee38c453711,1,402.42,credit_card,Success,2017-09-21 14:25:46,TXN-3E69D49B03F1A1B5
3689194c14ad4e2e7361ebd1df0e77b0,2,57.53,voucher,Success,2017-10-19 16:14:29,TXN-FF88945FC8B51722
97c111c4f22dfa1089a9c0b5338dcc79,1,44.01,credit_card,Success,2017-06-07 14:00:07,TXN-331B1E5BB3DA8F55
4b2d035932915aa9c2a0d4d84cd6d3b0,1,187.51,credit_card,Success,2018-02-01 19:37:38,TXN-DD1D120E79EDFE10
e1b4ee0e390fbac1dec439d72b45a115,1,77.7,credit_card,Success,2017-07-21 19:45:12,TXN-FBFE2A9A71BE499D
fee72a68ce935ebf2939fe72f27d3d9b,1,48.68,credit_card,Success,2018-02-16 13:46:45,TXN-9D83AFF8357E9F7E
4d3bfdf4c7d6578ea445d588371ae10e,1,77.29,credit_card,Success,2018-03-25 19:30:36,TXN-41DE04052B719F3A
4c2e1a95586c815795a324d1599e7b5a,1,117.71,credit_card,Success,2017-07-24 17:55:06,TXN-E67ED30CE54CFF3C
c9f23db8a1cb725df9bdb3383bd72b38,1,169.34,credit_card,Success,2017-12-12 10:32:30,TXN-D0815B39A3A3E895
